ลำดับ,เลขทะเบียนโรงงาน,ชื่อโรงงาน,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,ไปรษณีย์,โทรศัพท์,เงินทุนรวม,คนงาน,แรงม้า
618,3-106-3/59อย,บริษัท พัฒนาน้ำมันและพลังงานไทย จำกัด,นำพลาสติกที่ใช้แล้ว มาผ่านกระบวนการทางวิศวกรรมเพื่อผลิตเป็นน้ำมันเชื้อเพลิงทดแทน เพื่อใช้ในการบริการชุมชน,เลขที่ 56,1,,,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,13180.0,0 3574 5093,14000000,9,235.0
619,3-106-30/50อย,ห้างหุ้นส่วนจำกัด เนตรสุวรรณ รีไซเคิล แอนด์ เซอร์วิส,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว บดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ ทำเชื้อเพลิงผสม (Blending) จากเศษผ้าปนเปื้อน กากตะกอนน้ำมัน,เลขที่ 99/9,2, -, -,เทพมงคล,บางซ้าย,พระนครศรีอยุธยา,13270.0,,6400000,8,215.5
620,3-106-31/48อย,บริษัท โชคสกุลชัย รีไซเคิล จำกัด,ปรับปรุงน้ำมันหล่อลื่น ตัวทำละลาย เคมีภัณฑ์ที่ใช้แล้ว โดยผ่านกรรมวิธีการผลิตทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่ซ่อมและล้างถังบรรจุด้วยตัวทำละลายและคัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ1 ของภาคผนวกที่ 1 บัญชีส่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541) อัดเศษโลหะ เศษกระดาษ และบดพลาสติก,เลขที่ 170/2,2, -, -,บ่อโพง,นครหลวง,พระนครศรีอยุธยา,13260.0,,15500000,20,95.0
621,3-106-31/52อย,บริษัท พ.ทรัพย์รุ่งเรือง จำกัด,นำน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้วมาผลิตเป็นน้ำมันเชื้อเพลิงทดแทน ซ่อมและล้างถังด้วยตัวทำละลาย นำเศษผ้าปนเปื้อนและกากตะกอนน้ำมันมาทำเชื้อเพลิงผสม,เลขที่ 37,6,-,-,ข้าวเม่า,อุทัย,พระนครศรีอยุธยา,13210.0,,2850000,20,40.0
622,3-106-31/60อย,บริษัท วงษ์พาณิชย์ อินเตอร์เนชั่นแนล จำกัด,นำน้ำมันหล่อลื่น น้ำมันเครื่อง และสารทำละลายที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อผลิตเป็นเชื้อเพลิงทดแทน ทำเชื้อเพลิงผสม และเชื้อเพลิงแข็งอัดแท่งจากวัสดุที่ไม่ใช้แล้ว บดย่อยเครื่องใช้ไฟฟ้าและชิ้นส่วนอิเล็กทรอนิกส์ที่ไม่ใช้แล้ว รีไซเคิลหลอดฟลูออเรสเซนต์ รวมทั้งเก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ,เลขที่ 1/4,7,,,บ้านช้าง,อุทัย,พระนครศรีอยุธยา,13210.0,035 200819,22500000,14,481.0
623,3-106-33/51อย,บริษัท อยุธยารีไซเคิล จำกัด,นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน ซ่อมและล้างถังบรรจุภัณฑ์,เลขที่ 49/9,7,-,-,สามเมือง,ลาดบัวหลวง,พระนครศรีอยุธยา,13230.0,035-255124,4800000,10,12.0
624,3-106-36/53อย,บริษัท วานิช อิควิปเม้นท์ จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว และตัวทำละลายที่ใช้แล้ว หลอมหล่อเศษโลหะและโลหะผสม,เลขที่ 88,2,-,หนองแค-อุทัย,สามบัณฑิต,อุทัย,พระนครศรีอยุธยา,13210.0,,1500000,10,73.2
625,3-106-4/60อย,บริษัท ซุปเปอร์ เอิร์ธ เอนเนอร์ยี 4 จำกัด,ผลิตเชื้อเพลิงทดแทนจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ 105/1,12,,,อุทัย,อุทัย,พระนครศรีอยุธยา,10260.0,,18850000,15,395.0
626,3-106-40/52อย,บริษัท พรหมบถ จำกัด,นำน้ำมันหล่อลื่นที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อใช้เป็นน้ำมันทาแบบหล่อเสาเข็ม,เลขที่ 155,4,-,-,พยอม,วังน้อย,พระนครศรีอยุธยา,13170.0,035 744552-3,6400000,4,26.0
627,3-106-41/52อย,บริษัท เอ แอล เอช อินดัสตรี้ (ไทยแลนด์) จำกัด,บดย่อยชิ้นส่วนอุปกรณ์เครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์,เลขที่ 193/16,4,-,-,พยอม,วังน้อย,พระนครศรีอยุธยา,13170.0,035-744655,34000000,7,37.5
628,3-106-43/59อย,บริษัท เอฟทีเอ (ประเทศไทย) จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นใช้แล้วและตัวทำละลายใช้แล้ว ทำเชื้อเพลิงผสมจากเศษผ้าปนเปื้อนน้ำมัน วัสดุดูดซับน้ำมัน ซ่อมและล้างถังด้วยตัวทำละลาย บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์,เลขที่ 39/10,3,,,ขวัญเมือง,บางปะหัน,พระนครศรีอยุธยา,13220.0,089-0794471,8100000,7,56.0
